"Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sept" "Okt" "Nov" "Dec"
-34.9 -38.9 -29.1 -19.4 -7 5.7 15.9 9.6 -0.4 -13 -20.3 -27.7
-33.9 -35.5 -25.7 -20.3 -9.7 3 13.4 6.6 1.5 -14 -23.6 -27.7
-34.8 -34.3 -25 -19.6 -6.2 4.9 12.9 13.9 3.3 -14.2 -20.4 -25.5
-36.8 -32.3 -30.2 -15.1 -10.9 4.6 11.6 7.9 -1.2 -12.2 -31.3 -32.4
-33.3 -28.6 -22.2 -19.6 -8 3.7 11.9 10.2 1 -13.8 -29.1 -33
-38.1 -34 -21.3 -15.9 -7.1 2.3 9.4 9.8 1.7 -19.1 -33.7 -28.4
-31.6 -31.5 -27.6 -17.6 -5.4 7.2 13.5 9.5 2.7 -13 -26.9 -19.4
-29.8 -33.7 -28.6 -13.6 -7.6 5.8 9.6 6.6 1.3 -16.5 -28.8 -34.7
-32.7 -35.7 -30.6 -14.9 -3.2 5.6 11.2 6.9 0.5 -17.9 -29 -31.8
-38.3 -30.8 -31.6 -20.7 -8.5 6 13.7 10.7 1.1 -9.4 -20.9 -37.9
-41.7 -44.1 -32.8 -20.4 -9.2 9.7 15.5 9.2 0.8 -15.5 -29.1 -29.5
-33.7 -28.9 -29.9 -16.6 -6.5 2.2 12.2 11.4 1.8 -8 -31.8 -30
-20.4 -31.3 -27.4 -15.8 -10.2 5 10.3 10.1 -0.7 -13.8 -20.2 -29.4
-36.3 -28.5 -30.7 -15.2 -9.2 3.5 11.2 11.3 1.4 -18.2 -32.5 -29.7
-30.3 -29.2 -24.8 -20.9 -7.4 6.6 10.7 11 3.3 -9.9 -18.9 -30.7
-26.7 -31.3 -25.8 -23.5 -7.9 6.3 18 8.1 2.6 -11.2 -26.8 -29.3
-34.4 -31.8 -26.8 -18.1 -8.5 7.8 11.4 8.4 2.6 -10.6 -21.1 -29.7
-33.1 -28.9 -28.7 -20.6 -7.8 3 14.4 8.2 0.6 -9.8 -21.1 -34
-40.5 -34.7 -30.3 -17.2 -6.9 0.9 12.6 9.4 1.8 -11.4 -27.7 -32.9
-27.5 -30.9 -26.4 -22.6 -5.1 7.5 10.4 8.5 2.6 -12.9 -24.3 -19.5
-31.8 -26.6 -22.7 -18.8 -5 1.1 9.1 6.8 -1 -12.9 -31.3 -27.1
-35.7 -30.3 -18.6 -11.6 -4.7 10.3 12.6 8.4 2.9 -13.3 -31.8 -32.3
-35.4 -37 -28 -16.3 -6.5 3.6 14.2 8.5 4.5 -12.9 -21.3 -27.4
-32 -33.2 -26.3 -20.3 -5.5 2.7 10.7 8.6 -1.4 -19.6 -27 -30.2
-26.7 -30 -22.7 -17.8 -7 6 7.8 8.6 2.4 -13.5 -22.1 -29.9
-37.6 -36.8 -21.8 -19 -6.6 4.1 13.1 7 0.5 -7.9 -26.2 -27.4
-31.9 -25 -23.9 -15.6 -8.6 4.3 13 11.6 0.6 -11.6 -26.9 -31.1
-34.2 -25.3 -23.4 -18.3 -7.2 1.8 13.6 7.9 -2.2 -11.7 -18.5 -35
-32.8 -35.4 -25.3 -8.6 -2.7 5.8 13.4 7.8 3.9 -6.3 -28.4 -33.6
-33.5 -35.4 -24 -19.3 -7.9 5.4 11.6 11.9 -2.1 -19.4 -29.5 -30.4
-34.1 -23.6 -31.3 -18.1 -4.4 6.4 12.5 8.9 1 -13.1 -23.7 -26.1
-31.7 -28 -26.9 -16 -4.4 4.8 12.9 12.3 0.7 -14 -27 -36.3
-38.6 -34 -28.9 -23.2 -4.4 10.3 14.6 10.6 2.3 -12.3 -16.6 -24.3
-39.7 -34.2 -20.8 -19.7 -9.1 10.1 13.7 11.4 -1.8 -12.9 -25.2 -31.9
-29.4 -36.5 -25.5 -15.7 -4.2 8.4 11 10.5 4.2 -11.6 -29 -24.8
-35.7 -37.6 -33.2 -18 -7.9 3.5 11.6 7.7 2.1 -12.8 -22.7 -28.6
-27.2 -29.3 -27.1 -16.6 -3.2 8 12.1 6.7 4.5 -11.2 -23.4 -26.8
-28.9 -25.9 -26.7 -21.8 -6.5 5.9 15.5 7.9 0.7 -13.9 -23.3 -25.4
-25.6 -41.6 -25.8 -5.7 -6.7 6.2 11.6 9 2.2 -7.6 -26.1 -31.3
-25 -32 -29 -16.5 -3.4 6 10.3 10.1 2.7 -8.3 -22.3 -29.2
-24.3 -34.9 -29.3 -13.1 -5.8 7.8 14.3 9.3 4.1 -7.3 -22.6 -35.5
-29.1 -35.2 -24.4 -13.8 -1.6 8.1 12.3 9.5 1 -11.2 -21.4 -32.3
-26 -33 -17.3 -10.6 -1.9 8.1 12.9 11 4.1 -9.2 -22 -23.8
