"Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sept" "Okt" "Nov" "Dec"
18.9 17.3 9.7 13.4 12.4 52.1 75.4 17.6 25.7 18.8 12.7 9.7
22.2 30.8 21.9 6 34.8 11.6 67.7 50.2 20.2 18.5 27.4 9.4
5.3 4.1 5.5 17 18.2 36.1 12.9 48.2 20.9 25.6 14.1 15.3
4.2 10.6 16.1 10.4 9.1 5.8 83.2 40.3 35.5 16 11.7 8.6
8.2 18.4 7.2 6.3 7.9 43.9 44 79.3 49.7 43.1 35.3 13.6
15 6.2 9 11.9 18.1 94.3 25.3 4.6 15.2 38.5 18 5.4
4.2 9.7 4.5 17.2 2.6 15 28.1 14.5 28.1 14.1 26.3 33.2
2.2 13.4 11.5 20.5 24.1 3.3 54.4 14 55.1 19.2 27.4 15.7
9.9 8.9 16.9 24.9 12.9 3.9 13.9 27.9 9.9 66.9 24.9 49.9
16.9 7.9 6.9 11.9 6.9 22.9 44.9 50.9 37.9 24.9 18.9 14.9
13.9 6.9 12.9 9.9 13.9 15.9 38.9 37.9 21.9 35.9 16.9 11.9
17.9 23.9 8.9 18.4 27.9 5.9 44.9 64.9 46.9 29.9 48.9 15.9
24.9 8.9 9.9 8.9 36.9 13.9 53.9 81.9 24.9 33.9 24.9 11.9
31.9 13.9 11.9 8.9 13.9 46.9 28.9 32.9 25.9 34.9 22.9 32.9
20.9 9.9 19.9 18.9 9.9 13.9 51.9 37.9 50.9 16.9 25.9 7.9
40.9 5.9 4.9 8.9 17.9 65.9 37.9 45.9 31.9 48.9 36.9 16.9
39.9 17.9 22.9 12.9 7.9 26.9 61.9 36.9 34.9 32.9 17.9 18.9
