"Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sept" "Okt" "Nov" "Dec"
-30.5 -35 -30.5 -20 -7.5 2.6 16 6.8 -0.2 -15.5 -32.7 -36.5
-35.2 -26.1 -20.5 -18.1 -7.5 11.6 15.4 13.9 3.9 -10.6 -24.2 -29.6
-33.5 -37.4 -30.8 -18.4 -4.9 10.1 11.9 8.8 2.5 -13.5 -26.5 -21.4
-39.2 -33.4 -19 -17 -7.2 3.6 11.6 9.2 4.1 -11 -24.2 -32.5
-27.8 -28.5 -24.2 -14.4 -8 3.8 13.7 11.8 3.3 -9.7 -26.3 -34.8
-28.5 -28.4 -26.8 -19.3 -8.3 6 13 10.1 0.9 -10.1 -21.7 -31.2
-33.1 -18.3 -31.4 -19.7 -8.6 3.3 14.1 11 5.3 -9.8 -28.7 -25.8
-34.3 -36.2 -24.3 -16 -7.8 4 15.7 12.8 3.4 -11.8 -29.2 -30.8
-38.5 -39 -33.6 -19 -6.8 4 12.6 10 2.1 -14.6 -27.1 -19.2
-34.6 -30.1 -25.2 -14.3 -6.3 6.4 17.3 9.4 3 -2.8 -16.2 -20
-30.3 -26.6 -19.4 -15.9 -7.1 4.4 12.7 8.9 2.4 -11.6 -33.4 -35.3
-33.6 -37.6 -27.8 -18.1 -5.7 7 17.2 10.9 0.9 -11.7 -19 -26.4
-32.6 -34.2 -24.4 -19 -8.4 4.3 14.7 7.9 2.8 -12.7 -22.3 -26.4
-33.5 -33 -23.7 -18.3 -4.9 6.2 14.2 15.2 4.6 -12.9 -19.1 -24.2
-35.5 -31 -28.9 -13.8 -9.6 5.9 12.9 9.2 0.1 -10.9 -30 -31.1
-32 -27.3 -20.9 -18.3 -6.7 5 13.2 11.5 2.3 -12.5 -27.8 -31.7
-36.8 -32.7 -20 -14.6 -5.8 3.6 10.7 11.1 3 -17.8 -32.4 -27.1
-30.3 -30.2 -26.3 -16.3 -4.1 8.5 14.8 10.8 4 -11.7 -25.6 -18.1
-28.5 -32.4 -27.3 -12.3 -6.3 7.1 10.9 7.9 2.6 -15.2 -27.5 -33.4
-31.4 -34.4 -29.3 -13.6 -1.9 6.9 12.5 8.2 1.8 -16.6 -27.7 -30.5
-37 -29.5 -30.3 -19.4 -7.2 7.3 15 12 2.4 -8.1 -19.6 -36.6
-40.4 -42.8 -31.5 -19.1 -7.9 11 16.8 10.5 2.1 -14.2 -27.8 -28.2
-32.4 -27.6 -28.6 -15.3 -5.2 3.5 13.5 12.7 3.1 -6.7 -30.5 -28.7
-19.1 -30 -26.1 -14.5 -8.9 6.3 11.6 11.4 0.6 -12.5 -18.9 -28.1
-35 -27.2 -29.4 -13.9 -7.9 4.8 12.5 12.6 2.7 -16.9 -31.2 -28.4
-29 -27.9 -23.5 -19.6 -6.1 7.9 12 12.3 4.6 -8.6 -17.6 -29.4
-25.4 -30 -24.5 -22.2 -6.6 7.6 19.3 9.4 3.9 -9.9 -25.5 -28
-33.1 -30.5 -25.5 -16.8 -7.2 9.1 12.7 9.7 3.9 -9.3 -19.8 -28.4
-31.8 -27.6 -27.4 -19.3 -6.5 4.3 15.7 9.5 1.9 -8.5 -19.8 -32.7
-39.2 -33.4 -29 -15.9 -5.6 2.2 13.9 10.7 3.1 -10.1 -26.4 -31.6
-26.2 -29.6 -25.1 -21.3 -3.8 8.8 11.7 9.8 3.9 -11.6 -23 -18.2
-30.5 -25.3 -21.4 -17.5 -3.7 2.4 10.4 8.1 0.3 -11.6 -30 -25.8
-34.4 -29 -17.3 -10.3 -3.4 11.6 13.9 9.7 4.2 -12 -30.5 -31
-34.1 -35.7 -26.7 -15 -5.2 4.9 15.5 9.8 5.8 -11.6 -20 -26.1
-30.7 -31.9 -25 -19 -4.2 4 12 9.9 -0.1 -18.3 -25.7 -28.9
-25.4 -28.7 -21.4 -16.5 -5.7 7.3 9.1 9.9 3.7 -12.2 -20.8 -28.6
-36.3 -35.5 -20.5 -17.7 -5.3 5.4 14.4 8.3 1.8 -6.6 -24.9 -26.1
-30.6 -23.7 -22.6 -14.3 -7.3 5.6 14.3 12.9 1.9 -10.3 -25.6 -29.8
-32.9 -24 -22.1 -17 -5.9 3.1 14.9 9.2 -0.9 -10.4 -17.2 -33.7
-31.5 -34.1 -24 -7.3 -1.4 7.1 14.7 9.1 5.2 -5 -27.1 -32.3
-32.2 -34.1 -22.7 -18 -6.6 6.7 12.9 13.2 -0.8 -18.1 -28.2 -29.1
-32.8 -22.3 -30 -16.8 -3.1 7.7 13.8 10.2 2.3 -11.8 -22.4 -24.8
-30.4 -26.7 -25.6 -14.7 -3.1 6.1 14.2 13.6 2 -12.7 -25.7 -35
-37.3 -32.7 -27.6 -21.9 -3.1 11.6 15.9 11.9 3.6 -11 -15.3 -23
-38.4 -32.9 -19.5 -18.4 -7.8 11.4 15 12.7 -0.5 -11.6 -23.9 -30.6
-28.1 -35.2 -24.2 -14.4 -2.9 9.7 12.3 11.8 5.5 -10.3 -27.7 -23.5
-34.4 -36.3 -31.9 -16.7 -6.6 4.8 12.9 9 3.4 -11.5 -21.4 -27.3
-25.9 -28 -25.8 -15.3 -1.9 9.3 13.4 8 5.8 -9.9 -22.1 -25.5
-27.6 -24.6 -25.4 -20.5 -5.2 7.2 16.8 9.2 2 -12.6 -22 -24.1
-24.3 -40.3 -24.5 -4.4 -5.4 7.5 12.9 10.3 3.5 -6.3 -24.8 -30
-23.7 -30.7 -27.7 -15.2 -2.1 7.3 11.6 11.4 4 -7 -21 -27.9
-23 -33.6 -28 -11.8 -4.5 9.1 15.6 10.6 5.4 -6 -21.3 -34.2
-27.8 -33.9 -23.1 -12.5 -0.3 9.4 13.6 10.8 2.3 -9.9 -20.1 -31
-24.7 -31.7 -16 -9.3 -0.6 9.4 14.2 12.3 5.4 -7.9 -20.7 -22.5
