"Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sept" "Okt" "Nov" "Dec"
6.8 15.5 7.9 5.3 11.3 9.7 19 24.2 28.4 13.6 17.7 3.3
4 9.9 2.7 3.8 9 19 12.2 21.3 39.6 15.3 18.5 17.4
6.9 10 10.1 7.3 28 47.9 8.9 50 46.1 51.5 4 8.6
18.9 10.7 17.1 20.8 14 46.6 52.3 23.1 24.9 37.6 16.4 26.3
4.3 11 7.9 21.8 3.6 51.4 41.2 9 52.2 28.7 3.9 14.4
15.6 8.3 8.3 9.6 16.9 11.4 35.1 60.8 27.7 9.2 21 13.9
15.2 13.3 8.5 9 17.3 18.4 15.6 56.8 57 28.2 15.2 77.3
5.2 7.4 55.4 17.5 6 12.3 15.4 56.5 43.4 18.7 27.3 8.3
15.2 28.8 8.1 10 17.2 45 20.3 27.6 20.3 21 28.9 7.7
4.6 9.4 30.3 9.2 27.2 35.8 23.2 16.4 5.7 45.8 51.3 16.2
17.5 14.6 14 10.3 5.6 39 45 48 85.1 33.2 9.2 24.3
5.7 5.5 22.1 30.8 16.9 28.4 54.4 59.1 45.1 21.4 17.4 11.6
7.4 7.9 21.1 28.2 22.6 32.8 37.1 43.3 1.2 23.8 5.6 23.3
3.2 9.2 9.6 27.9 24.6 12.3 58.1 79.9 8.1 24.4 24.5 12.4
10 7.2 25.6 7.6 22.3 36.1 27.4 20.8 24.8 31.5 9.8 23.6
37.2 19 25.5 18.2 15.1 29.1 58.3 47.1 18.5 16.4 20.5 32.8
6.2 4.4 9.8 11.4 22 24.5 49.7 92.9 33.6 45.7 16.7 11.1
18.2 16.6 9 12.7 11.7 51.4 74.7 16.9 25 18.1 12 9
21.5 30.1 21.2 5.3 34.1 10.9 67 49.5 19.5 17.8 26.7 8.7
4.6 3.4 4.8 16.3 17.5 35.4 12.2 47.5 20.2 24.9 13.4 14.6
3.5 9.9 15.4 9.7 8.4 5.1 82.5 39.6 34.8 15.3 11 7.9
7.5 17.7 6.5 5.6 7.2 43.2 43.3 78.6 49 42.4 34.6 12.9
14.3 5.5 8.3 11.2 17.4 93.6 24.6 3.9 14.5 37.8 17.3 4.7
3.5 9 3.8 16.5 1.9 14.3 27.4 13.8 27.4 13.4 25.6 32.5
1.5 12.7 10.8 19.8 23.4 2.6 53.7 13.3 54.4 18.5 26.7 15
9.2 8.2 16.2 24.2 12.2 3.2 13.2 27.2 9.2 66.2 24.2 49.2
16.2 7.2 6.2 11.2 6.2 22.2 44.2 50.2 37.2 24.2 18.2 14.2
13.2 6.2 12.2 9.2 13.2 15.2 38.2 37.2 21.2 35.2 16.2 11.2
17.2 23.2 8.2 17.7 27.2 5.2 44.2 64.2 46.2 29.2 48.2 15.2
24.2 8.2 9.2 8.2 36.2 13.2 53.2 81.2 24.2 33.2 24.2 11.2
31.2 13.2 11.2 8.2 13.2 46.2 28.2 32.2 25.2 34.2 22.2 32.2
20.2 9.2 19.2 18.2 9.2 13.2 51.2 37.2 50.2 16.2 25.2 7.2
40.2 5.2 4.2 8.2 17.2 65.2 37.2 45.2 31.2 48.2 36.2 16.2
39.2 17.2 22.2 12.2 7.2 26.2 61.2 36.2 34.2 32.2 17.2 18.2
