;Y;X;Hoehe;Dbasal;Dbrust;Cones;Alter;;;;;;;;;;;
816;81.8;6;650;15.28;10.50;1;275;;;;;;;;;;;
817;81.8;22;650;15.28;10.50;1;275;;;;;;;;;;;
818;81.8;38;650;15.28;10.50;1;275;;;;;;;;;;;
819;81.8;54;650;15.28;10.50;1;275;;;;;;;;;;;
820;81.8;70;650;15.28;10.50;1;275;;;;;;;;;;;
821;81.8;86;650;15.28;10.50;1;275;;;;;;;;;;;
822;51.8;6;650;15.28;10.50;1;275;;;;;;;;;;;
823;51.8;22;650;15.28;10.50;1;275;;;;;;;;;;;
824;51.8;38;650;15.28;10.50;1;275;;;;;;;;;;;
825;51.8;54;650;15.28;10.50;1;275;;;;;;;;;;;
826;51.8;70;650;15.28;10.50;1;275;;;;;;;;;;;
827;51.8;86;650;15.28;10.50;1;275;;;;;;;;;;;
828;21.8;6;650;15.28;10.50;1;275;;;;;;;;;;;
829;21.8;22;650;15.28;10.50;1;275;;;;;;;;;;;
830;21.8;38;650;15.28;10.50;1;275;;;;;;;;;;;
831;21.8;54;650;15.28;10.50;1;275;;;;;;;;;;;
832;21.8;70;650;15.28;10.50;1;275;;;;;;;;;;;
833;21.8;86;650;15.28;10.50;1;275;;;;;;;;;;;
834;94.6;9.6;800;21.96;16.55;1;290;;;;;;;;;;;
835;94.6;25.6;800;21.96;16.55;1;290;;;;;;;;;;;
836;94.6;41.6;800;21.96;16.55;1;290;;;;;;;;;;;
837;94.6;57.6;800;21.96;16.55;1;290;;;;;;;;;;;
838;94.6;73.6;800;21.96;16.55;1;290;;;;;;;;;;;
839;94.6;89.6;800;21.96;16.55;1;290;;;;;;;;;;;
840;64.6;9.6;800;21.96;16.55;1;290;;;;;;;;;;;
841;64.6;25.6;800;21.96;16.55;1;290;;;;;;;;;;;
842;64.6;41.6;800;21.96;16.55;1;290;;;;;;;;;;;
843;64.6;57.6;800;21.96;16.55;1;290;;;;;;;;;;;
844;64.6;73.6;800;21.96;16.55;1;290;;;;;;;;;;;
845;64.6;89.6;800;21.96;16.55;1;290;;;;;;;;;;;
846;34.6;9.6;800;21.96;16.55;1;290;;;;;;;;;;;
847;34.6;25.6;800;21.96;16.55;1;290;;;;;;;;;;;
848;34.6;41.6;800;21.96;16.55;1;290;;;;;;;;;;;
849;34.6;57.6;800;21.96;16.55;1;290;;;;;;;;;;;
850;34.6;73.6;800;21.96;16.55;1;290;;;;;;;;;;;
851;34.6;89.6;800;21.96;16.55;1;290;;;;;;;;;;;
852;4.6;9.6;800;21.96;16.55;1;290;;;;;;;;;;;
853;4.6;25.6;800;21.96;16.55;1;290;;;;;;;;;;;
854;4.6;41.6;800;21.96;16.55;1;290;;;;;;;;;;;
855;4.6;57.6;800;21.96;16.55;1;290;;;;;;;;;;;
856;4.6;73.6;800;21.96;16.55;1;290;;;;;;;;;;;
857;4.6;89.6;800;21.96;16.55;1;290;;;;;;;;;;;
